message_id,client_id,date,direction,channel,message_text,sentiment,length_words,contains_question,response_time_hours
MSG_000445,CLI_0042,2025-12-25T16:34:15.599918,Advisor to Client,Email,Thanks so much for your help!,Positive,6,False,
MSG_000446,CLI_0043,2026-01-22T16:34:15.599957,Client to Advisor,WhatsApp,I'll do that,Neutral,3,False,26.0
MSG_000447,CLI_0024,2026-01-28T16:34:15.599998,Client to Advisor,Email,No problem,Neutral,2,False,34.0
MSG_000448,CLI_0037,2025-12-03T16:34:15.600040,Advisor to Client,Phone,Not sure what you need,Confused,5,False,44.0
MSG_000449,CLI_0044,2025-12-29T16:34:15.600085,Client to Advisor,Email,Understood,Neutral,1,False,26.0
MSG_000450,CLI_0016,2025-12-28T16:34:15.600159,Client to Advisor,SMS,What does this mean?,Confused,4,True,
MSG_000451,CLI_0008,2025-12-25T16:34:15.600219,Client to Advisor,WhatsApp,Can you clarify?,Confused,3,True,18.0
MSG_000452,CLI_0046,2026-01-22T16:34:15.600263,Client to Advisor,Phone,Really appreciate the guidance,Positive,4,False,3.0
MSG_000453,CLI_0007,2026-01-13T16:34:15.600311,Advisor to Client,Email,Really appreciate the guidance,Positive,4,False,37.0
MSG_000454,CLI_0023,2025-12-20T16:34:15.600354,Client to Advisor,Phone,"Perfect, that makes sense",Positive,4,False,28.0
MSG_000455,CLI_0019,2025-12-24T16:34:15.600398,Advisor to Client,Email,"Great, ready to proceed",Positive,4,False,40.0
MSG_000456,CLI_0033,2026-01-04T16:34:15.600440,Advisor to Client,SMS,Everything is clear now,Positive,4,False,3.0
MSG_000457,CLI_0007,2025-11-17T16:34:15.600483,Client to Advisor,Email,When do you need them?,Neutral,5,True,10.0
MSG_000458,CLI_0022,2025-11-07T16:34:15.600527,Advisor to Client,Email,Thanks so much for your help!,Positive,6,False,15.0
MSG_000459,CLI_0022,2025-12-03T16:34:15.600569,Advisor to Client,SMS,"Perfect, that makes sense",Positive,4,False,35.0
MSG_000460,CLI_0042,2025-12-19T16:34:15.600611,Client to Advisor,Phone,I've sent this twice!,Frustrated,4,False,25.0
MSG_000461,CLI_0036,2026-01-30T16:34:15.600696,Client to Advisor,Phone,"Perfect, that makes sense",Positive,4,False,12.0
MSG_000462,CLI_0044,2025-12-14T16:34:15.600746,Advisor to Client,Phone,I've sent this twice!,Frustrated,4,False,11.0
MSG_000463,CLI_0013,2025-11-21T16:34:15.600790,Advisor to Client,Phone,Really appreciate the guidance,Positive,4,False,7.0
MSG_000464,CLI_0014,2025-12-20T16:34:15.600833,Advisor to Client,Email,Thanks so much for your help!,Positive,6,False,28.0
MSG_000465,CLI_0035,2026-01-17T16:34:15.600876,Advisor to Client,Email,I'll get back soon,Neutral,4,False,36.0
MSG_000466,CLI_0003,2025-12-16T16:34:15.600919,Client to Advisor,SMS,"Ok, I'll send documents",Neutral,4,False,17.0
MSG_000467,CLI_0014,2025-11-19T16:34:15.600962,Client to Advisor,Phone,Just do this please,Frustrated,4,False,25.0
MSG_000468,CLI_0022,2026-01-11T16:34:15.601007,Advisor to Client,Phone,I'll get back soon,Neutral,4,False,
MSG_000469,CLI_0026,2026-01-31T16:34:15.601047,Client to Advisor,Email,No problem,Neutral,2,False,
MSG_000470,CLI_0009,2025-12-04T16:34:15.601086,Advisor to Client,SMS,"Perfect, that makes sense",Positive,4,False,6.0
MSG_000471,CLI_0016,2025-12-17T16:34:15.601128,Advisor to Client,SMS,Not sure what you need,Confused,5,False,42.0
MSG_000472,CLI_0030,2025-12-10T16:34:15.601171,Client to Advisor,Email,This is taking forever,Frustrated,4,False,8.0
MSG_000473,CLI_0023,2025-12-10T16:34:15.601212,Client to Advisor,Phone,I'll do that,Neutral,3,False,16.0
MSG_000474,CLI_0017,2025-12-11T16:34:15.601254,Advisor to Client,Phone,Understood,Neutral,1,False,
MSG_000475,CLI_0020,2025-12-05T16:34:15.601293,Client to Advisor,Email,"Ok, I'll send documents",Neutral,4,False,40.0
MSG_000476,CLI_0006,2025-11-21T16:34:15.601335,Advisor to Client,Phone,Understood,Neutral,1,False,5.0
MSG_000477,CLI_0041,2025-11-13T16:34:15.601378,Client to Advisor,WhatsApp,You've been very helpful,Positive,4,False,27.0
MSG_000478,CLI_0014,2025-12-30T16:34:15.601419,Advisor to Client,Phone,Thanks so much for your help!,Positive,6,False,36.0
MSG_000479,CLI_0007,2025-12-24T16:34:15.601461,Client to Advisor,Phone,I'll do that,Neutral,3,False,24.0
MSG_000480,CLI_0040,2025-11-19T16:34:15.601503,Advisor to Client,WhatsApp,Just do this please,Frustrated,4,False,6.0
MSG_000481,CLI_0024,2025-11-17T16:34:15.601544,Advisor to Client,WhatsApp,Everything is clear now,Positive,4,False,
MSG_000482,CLI_0018,2026-01-02T16:34:15.601583,Client to Advisor,Email,Which document?,Confused,2,True,13.0
MSG_000483,CLI_0034,2026-01-07T16:34:15.601625,Advisor to Client,Phone,No problem,Neutral,2,False,
MSG_000484,CLI_0005,2025-12-31T16:34:15.601717,Client to Advisor,SMS,What does this mean?,Confused,4,True,22.0
MSG_000485,CLI_0013,2025-11-05T16:34:15.601799,Advisor to Client,SMS,Thanks so much for your help!,Positive,6,False,
MSG_000486,CLI_0037,2025-12-17T16:34:15.601843,Client to Advisor,SMS,You've been very helpful,Positive,4,False,26.0
MSG_000487,CLI_0040,2025-12-17T16:34:15.601885,Client to Advisor,SMS,Why so long?,Frustrated,3,True,8.0
MSG_000488,CLI_0003,2025-11-06T16:34:15.601934,Advisor to Client,WhatsApp,No problem,Neutral,2,False,12.0
MSG_000489,CLI_0047,2025-12-04T16:34:15.601977,Client to Advisor,WhatsApp,Everything is clear now,Positive,4,False,47.0
MSG_000490,CLI_0031,2025-11-04T16:34:15.602019,Client to Advisor,Email,"Great, ready to proceed",Positive,4,False,16.0
MSG_000491,CLI_0044,2026-01-26T16:34:15.602061,Advisor to Client,Email,I'll get back soon,Neutral,4,False,4.0
MSG_000492,CLI_0030,2026-01-23T16:34:15.602102,Client to Advisor,Email,Why so long?,Frustrated,3,True,
MSG_000493,CLI_0033,2025-12-06T16:34:15.602142,Advisor to Client,Email,You've been very helpful,Positive,4,False,4.0
MSG_000494,CLI_0020,2025-11-15T16:34:15.602184,Advisor to Client,Email,Everything is clear now,Positive,4,False,41.0
MSG_000495,CLI_0038,2025-12-08T16:34:15.602226,Advisor to Client,Phone,What does this mean?,Confused,4,True,42.0
MSG_000496,CLI_0040,2025-11-04T16:34:15.602268,Client to Advisor,Phone,I've sent this twice!,Frustrated,4,False,13.0
MSG_000497,CLI_0019,2025-12-04T16:34:15.602309,Client to Advisor,Email,Thanks so much for your help!,Positive,6,False,38.0
MSG_000498,CLI_0043,2026-01-26T16:34:15.602351,Client to Advisor,WhatsApp,I'll get back soon,Neutral,4,False,43.0
MSG_000499,CLI_0012,2026-01-26T16:34:15.602393,Client to Advisor,SMS,Understood,Neutral,1,False,40.0
MSG_000500,CLI_0008,2025-12-29T16:34:15.602435,Advisor to Client,WhatsApp,I've sent this twice!,Frustrated,4,False,35.0
